title,tag,artist,year,views,lyrics,language,processed_lyrics,processed_LDA_lyrics,topic,theme
505,rock,arctic monkeys,2007,1464384,"[Chorus]
I'm going back to 505
If it's a seven-hour flight or a forty-five-minute drive
In my imagination, you're waiting lying on your side
With your hands between your thighs

[Verse 1]
Stop and wait a sec
When you look at me like that, my darling, what did you expect?
I'd probably still adore you with your hands around my neck
Or I did last time I checked

[Verse 2]
Not shy of a spark
The knife twists at the thought that I should fall short of the mark
Frightened by the bite, though it's no harsher than the bark
The middle of adventure, such a perfect place to start

[Chorus]
I'm going back to 505
If it's a seven-hour flight or a forty-five-minute drive
In my imagination, you're waiting lying on your side
With your hands between your thighs
[Instrumental Break]

[Verse 3]
But I crumble completely when you cry
It seems like once again you've had to greet me with ""Goodbye""
I'm always just about to go and spoil the surprise
Take my hands off of your eyes too soon

[Chorus]
I'm going back to 505
If it's a seven-hour flight or a forty-five minute drive
In my imagination, you're waiting lying on your side
With your hands between your thighs and a smile",en,"i'm going back to 505 if it's a seven-hour flight or a forty-five-minute drive in my imagination , you're waiting lying on your side with your hands between your thighs  stop and wait a sec when you look at me like that , my darling , what did you expect ? i'd probably still adore you with your hands around my neck or i did last time i checked  not shy of a spark the knife twists at the thought that i should fall short of the mark frightened by the bite , though it's no harsher than the bark the middle of adventure , such a perfect place to start  i'm going back to 505 if it's a seven-hour flight or a forty-five-minute drive in my imagination , you're waiting lying on your side with your hands between your thighs   but i crumble completely when you cry it seems like once again you've had to greet me with ""goodbye"" i'm always just about to go and spoil the surprise take my hands off of your eyes too soon  i'm going back to 505 if it's a seven-hour flight or a forty-five minute drive in my imagination , you're waiting lying on your side with your hands between your thighs and a smile","['going', 'seven', 'hour', 'flight', 'minute', 'drive', 'imagination', 'waiting', 'lying', 'hands', 'thighs', 'stop', 'wait', 'sec', 'look', 'like', 'darling', 'expect', 'probably', 'adore', 'hands', 'neck', 'time', 'checked', 'shy', 'spark', 'knife', 'twists', 'thought', 'fall', 'short', 'mark', 'frightened', 'bite', 'harsher', 'bark', 'middle', 'adventure', 'perfect', 'place', 'start', 'going', 'seven', 'hour', 'flight', 'minute', 'drive', 'imagination', 'waiting', 'lying', 'hands', 'thighs', 'crumble', 'completely', 'cry', 'like', 'greet', 'goodbye', 'spoil', 'surprise', 'hands', 'eyes', 'soon', 'going', 'seven', 'hour', 'flight', 'minute', 'drive', 'imagination', 'waiting', 'lying', 'hands', 'thighs', 'smile']",2,Love & Emotions
Teddy Picker,rock,arctic monkeys,2007,285194,"[Verse 1]
They've sped up to the point where they provoke
The punchline before they have told the joke
Plenty of desperation to be seen
Staring at the television screen
They've sped up to the point where they provoke
You to tell the fucking punchline before you have told the joke
Well sorry, sunshine, it doesn't exist
It wasn't in the Top 100 list

[Chorus]
And it's the thousandth time that it's even bolder
Don't be surprised when you get bent over
They told you, but you were dying for it

[Post-Chorus]
She saw it and she grabbed it and it wasn't what it seemed
The kids all dream of making it, whatever that means

[Verse 2]
Another variation on a theme
A tangle on the television and the magazine
D'you reckon that they do it for a joke?
D'you reckon that they make 'em take an oath
That says that ""We are defenders of any poser
Or professional pretender around""
[Chorus]
And when did your list replace the twist and turn
Like a fist replaced a kiss?
Don't concern us with your bollocks, I don't want your prayer
Save it for the morning after

[Guitar Solo]

[Chorus]
And it's the thousandth time that it's even bolder
Don't be surprised when you get bent over
They told you, but you were gagging for it

[Bridge]
Let's have a game on the teddy picker
Not quick enough, can I have it quicker?
Already thick and you're getting thicker
Let's have a game on the teddy picker
Not quick enough, can I have it quicker?
Already thick and you're getting thicker

[Outro]
Presuming that all things are equal
Who'd want to be men of the people
When there's people like you?",en,"they've sped up to the point where they provoke the punchline before they have told the joke plenty of desperation to be seen staring at the television screen they've sped up to the point where they provoke you to tell the fucking punchline before you have told the joke well sorry , sunshine , it doesn't exist it wasn't in the top 100 list  and it's the thousandth time that it's even bolder don't be surprised when you get bent over they told you , but you were dying for it  she saw it and she grabbed it and it wasn't what it seemed the kids all dream of making it , whatever that means  another variation on a theme a tangle on the television and the magazine d'you reckon that they do it for a joke ? d'you reckon that they make 'em take an oath that says that ""we are defenders of any poser or professional pretender around""  and when did your list replace the twist and turn like a fist replaced a kiss ? don't concern us with your bollocks , i don't want your prayer save it for the morning after   and it's the thousandth time that it's even bolder don't be surprised when you get bent over they told you , but you were gagging for it  let's have a game on the teddy picker not quick enough , can i have it quicker ? already thick and you're getting thicker let's have a game on the teddy picker not quick enough , can i have it quicker ? already thick and you're getting thicker  presuming that all things are equal who'd want to be men of the people when there's people like you ?","['sped', 'point', 'provoke', 'punchline', 'told', 'joke', 'plenty', 'desperation', 'seen', 'staring', 'television', 'screen', 'sped', 'point', 'provoke', 'tell', 'fucking', 'punchline', 'told', 'joke', 'sorry', 'sunshine', 'exist', 'list', 'thousandth', 'time', 'bolder', 'surprised', 'bent', 'told', 'dying', 'saw', 'grabbed', 'kids', 'dream', 'making', 'means', 'variation', 'theme', 'tangle', 'television', 'magazine', 'reckon', 'joke', 'reckon', 'oath', 'says', 'defenders', 'poser', 'professional', 'pretender', 'list', 'replace', 'twist', 'turn', 'like', 'fist', 'replaced', 'kiss', 'concern', 'bollocks', 'want', 'prayer', 'save', 'morning', 'thousandth', 'time', 'bolder', 'surprised', 'bent', 'told', 'gagging', 'let', 'game', 'teddy', 'picker', 'quick', 'quicker', 'thick', 'getting', 'thicker', 'let', 'game', 'teddy', 'picker', 'quick', 'quicker', 'thick', 'getting', 'thicker', 'presuming', 'things', 'equal', 'want', 'men', 'people', 'people', 'like']",2,Love & Emotions
Balaclava,rock,arctic monkeys,2007,137154,"[Verse 1]
Running off over next door's garden before the hour is done
It's more a question of feeling than it is a question of fun
The confidence is the balaclava, I'm sure you'll baffle 'em good
Will the ending reek of salty cheeks and runny makeup alone?
Or will blood run down the face of a boy bewildered and scorned
And you'll find yourself in a skirmish where you wish you'd never been born?
You tie yourself to the tracks and there isn't no going back
And it's wrong, wrong, wrong, but we'll do it anyway 'cause we love a bit of trouble

[Verse 2]
Are you pulling her from a burning building or throwing her to the sharks?
Can only hope that the ending is as pleasurable as the start
The confidence is the balaclava, I'm sure you'll baffle 'em straight
And it's wrong, wrong, wrong, but she can hardly wait

[Chorus]
That's right, he won't let her out his sight
Now the shaggers perform and the daggers are drawn
Who's the crooks in this crime?
That's right, he won't let her out his sight
Now the shaggers perform and the daggers are drawn
Who's the crooks in this crime?
[Instrumental Break]

[Chorus]
That's right, he won't let her out his sight
That's right, he won't let her out his sight
That's right, he won't let her out his sight
Well, you'll be able to boast
Of the day of the most flawless heist of all time

[Outro]
You knew that it'd be trouble right before the very first kiss
Quiet and unassuming but you heard that they were the naughtiest
She pleaded with you to take it off but you resisted and fought
But sorry, sweetheart, I'd much rather keep on the balaclava",en,"running off over next door's garden before the hour is done it's more a question of feeling than it is a question of fun the confidence is the balaclava , i'm sure you'll baffle 'em good will the ending reek of salty cheeks and runny makeup alone ? or will blood run down the face of a boy bewildered and scorned and you'll find yourself in a skirmish where you wish you'd never been born ? you tie yourself to the tracks and there isn't no going back and it's wrong , wrong , wrong , but we'll do it anyway 'cause we love a bit of trouble  are you pulling her from a burning building or throwing her to the sharks ? can only hope that the ending is as pleasurable as the start the confidence is the balaclava , i'm sure you'll baffle 'em straight and it's wrong , wrong , wrong , but she can hardly wait  that's right , he won't let her out his sight now the shaggers perform and the daggers are drawn who's the crooks in this crime ? that's right , he won't let her out his sight now the shaggers perform and the daggers are drawn who's the crooks in this crime ?   that's right , he won't let her out his sight that's right , he won't let her out his sight that's right , he won't let her out his sight well , you'll be able to boast of the day of the most flawless heist of all time  you knew that it'd be trouble right before the very first kiss quiet and unassuming but you heard that they were the naughtiest she pleaded with you to take it off but you resisted and fought but sorry , sweetheart , i'd much rather keep on the balaclava","['running', 'door', 'garden', 'hour', 'question', 'feeling', 'question', 'fun', 'confidence', 'balaclava', 'sure', 'baffle', 'good', 'ending', 'reek', 'salty', 'cheeks', 'runny', 'makeup', 'blood', 'run', 'face', 'boy', 'bewildered', 'scorned', 'find', 'skirmish', 'wish', 'born', 'tie', 'tracks', 'going', 'wrong', 'wrong', 'wrong', 'love', 'bit', 'trouble', 'pulling', 'burning', 'building', 'throwing', 'sharks', 'hope', 'ending', 'pleasurable', 'start', 'confidence', 'balaclava', 'sure', 'baffle', 'straight', 'wrong', 'wrong', 'wrong', 'hardly', 'wait', 'right', 'wo', 'let', 'sight', 'shaggers', 'perform', 'daggers', 'drawn', 'crooks', 'crime', 'right', 'wo', 'let', 'sight', 'shaggers', 'perform', 'daggers', 'drawn', 'crooks', 'crime', 'right', 'wo', 'let', 'sight', 'right', 'wo', 'let', 'sight', 'right', 'wo', 'let', 'sight', 'able', 'boast', 'day', 'flawless', 'heist', 'time', 'knew', 'trouble', 'right', 'kiss', 'quiet', 'unassuming', 'heard', 'naughtiest', 'pleaded', 'resisted', 'fought', 'sorry', 'sweetheart', 'balaclava']",5,Love & Emotions
This House is a Circus,rock,arctic monkeys,2007,90314,"[Verse 1]
This house is a circus, berserk as fuck
We tend to see that as a perk, though
Look what it's done to your friends
Their memories are pretend
And the last thing that they want is for the feeling to end
This house is a circus, berserk as fuck
We tend to see that as a perk, though
Look what it's done to your friends
Their memories are pretend
And the last thing that they want is for the feeling to end

[Verse 2]
There's a room full of trouble and there's lovers to be had
Those ones who make sinners out of such lovely lads
Scaling the corridors for maidens in the maze
And the anomaly is slipping into familiar ways

[Chorus]
And we're forever unfulfilled and can't think why
Like a search for murder clues in dead men's eyes
Forever unfulfilled and can't think why
Like a search for murder clues in dead men's eyes
[Bridge]
The more you open your mouth, the more you're forcing performance
And all the attention is leading me to feel important
(Give me obnoxious, give me obnoxious now)
Now that we're here, we may as well go too far

[Verse 3]
Wriggling around in incidents you won't forget
There's certainly some venom in the looks that you collect
Aimlessly gazing at the faces in the kiln
And we're struggling with the notion that it's life, not film

[Verse 4]
This house is a circus, berserk as fuck (We're forever unfulfilled)
We tend to see that as a perk, though (Can't think why)
Look what it's done to your friends
Their memories are pretend (Like a search for murder clues)
And the last thing that they want is for the feeling to end",en,"this house is a circus , berserk as fuck we tend to see that as a perk , though look what it's done to your friends their memories are pretend and the last thing that they want is for the feeling to end this house is a circus , berserk as fuck we tend to see that as a perk , though look what it's done to your friends their memories are pretend and the last thing that they want is for the feeling to end  there's a room full of trouble and there's lovers to be had those ones who make sinners out of such lovely lads scaling the corridors for maidens in the maze and the anomaly is slipping into familiar ways  and we're forever unfulfilled and can't think why like a search for murder clues in dead men's eyes forever unfulfilled and can't think why like a search for murder clues in dead men's eyes  the more you open your mouth , the more you're forcing performance and all the attention is leading me to feel important  now that we're here , we may as well go too far  wriggling around in incidents you won't forget there's certainly some venom in the looks that you collect aimlessly gazing at the faces in the kiln and we're struggling with the notion that it's life , not film  this house is a circus , berserk as fuck  we tend to see that as a perk , though  look what it's done to your friends their memories are pretend  and the last thing that they want is for the feeling to end","['house', 'circus', 'berserk', 'fuck', 'tend', 'perk', 'look', 'friends', 'memories', 'pretend', 'thing', 'want', 'feeling', 'end', 'house', 'circus', 'berserk', 'fuck', 'tend', 'perk', 'look', 'friends', 'memories', 'pretend', 'thing', 'want', 'feeling', 'end', 'room', 'trouble', 'lovers', 'ones', 'sinners', 'lovely', 'lads', 'scaling', 'corridors', 'maidens', 'maze', 'anomaly', 'slipping', 'familiar', 'ways', 'forever', 'unfulfilled', 'think', 'like', 'search', 'murder', 'clues', 'dead', 'men', 'eyes', 'forever', 'unfulfilled', 'think', 'like', 'search', 'murder', 'clues', 'dead', 'men', 'eyes', 'open', 'mouth', 'forcing', 'performance', 'attention', 'leading', 'feel', 'important', 'far', 'wriggling', 'incidents', 'wo', 'forget', 'certainly', 'venom', 'looks', 'collect', 'aimlessly', 'gazing', 'faces', 'kiln', 'struggling', 'notion', 'life', 'film', 'house', 'circus', 'berserk', 'fuck', 'tend', 'perk', 'look', 'friends', 'memories', 'pretend', 'thing', 'want', 'feeling', 'end']",4,Reflections
The Bad Thing,rock,arctic monkeys,2007,85028,"[Chorus]
Do the bad thing
Take off your wedding ring
But it won't make it that much easier
It might make it worse

[Verse 1]
Oh, the night's like a whirlwind
Somebody's girlfriend's talking to me, but it's alright
She's saying that he's not gonna slap me or try to attack me
He's not the jealous type
And I only need to get half an excuse and I'm away
But when there's no excuses, that's much easier to say
I've been before
And all these capers make us too good for her to ignore
See, she's talking but I'm not entirely sure

[Chorus]
Do the bad thing
Take off your wedding ring
But it won't make it that much easier
It might make it worse
[Verse 2]
Oh, a sudden disheartener
Somebody's partner's talking to me
But I don't know that is what she isn't
She murmurs things to confirm that the tragedy is true
And I knew, how could she not? She could have anyone she wants
And I'm struggling to think of an immediate response
Like, ""I don't mind, it'd be a big mistake for you to wait
And let me waste your time
Really, love, it's fine""
I said, ""Really, love, it's fine""

[Instrumental Break]

[Verse 3]
And then the first time it occurred that there was something to destroy
I knew before the invitation that there was this ploy
Oh, but she carried on suggesting, a struggle to refuse
She said, ""It's the red wine this time,"" but that is no excuse",en,"do the bad thing take off your wedding ring but it won't make it that much easier it might make it worse  oh , the night's like a whirlwind somebody's girlfriend's talking to me , but it's alright she's saying that he's not gonna slap me or try to attack me he's not the jealous type and i only need to get half an excuse and i'm away but when there's no excuses , that's much easier to say i've been before and all these capers make us too good for her to ignore see , she's talking but i'm not entirely sure  do the bad thing take off your wedding ring but it won't make it that much easier it might make it worse  oh , a sudden disheartener somebody's partner's talking to me but i don't know that is what she isn't she murmurs things to confirm that the tragedy is true and i knew , how could she not ? she could have anyone she wants and i'm struggling to think of an immediate response like , ""i don't mind , it'd be a big mistake for you to wait and let me waste your time really , love , it's fine"" i said , ""really , love , it's fine""   and then the first time it occurred that there was something to destroy i knew before the invitation that there was this ploy oh , but she carried on suggesting , a struggle to refuse she said , ""it's the red wine this time , "" but that is no excuse","['bad', 'thing', 'wedding', 'ring', 'wo', 'easier', 'worse', 'oh', 'night', 'like', 'whirlwind', 'somebody', 'girlfriend', 'talking', 'alright', 'saying', 'gon', 'na', 'slap', 'try', 'attack', 'jealous', 'type', 'need', 'half', 'excuse', 'away', 'excuses', 'easier', 'capers', 'good', 'ignore', 'talking', 'entirely', 'sure', 'bad', 'thing', 'wedding', 'ring', 'wo', 'easier', 'worse', 'oh', 'sudden', 'disheartener', 'somebody', 'partner', 'talking', 'know', 'murmurs', 'things', 'confirm', 'tragedy', 'true', 'knew', 'wants', 'struggling', 'think', 'immediate', 'response', 'like', 'mind', 'big', 'mistake', 'wait', 'let', 'waste', 'time', 'love', 'fine', 'said', 'love', 'fine', 'time', 'occurred', 'destroy', 'knew', 'invitation', 'ploy', 'oh', 'carried', 'suggesting', 'struggle', 'refuse', 'said', 'red', 'wine', 'time', 'excuse']",8,Love & Emotions
Only Ones Who Know,rock,arctic monkeys,2007,232792,"[Verse 1]
In a foreign place, the saving grace was the feeling
That it was a heart that he was stealing
Oh, he was ready to impress and the fierce excitement
The eyes are bright, he couldn't wait to get away
And I bet that Juliet was just the icing on the cake
Make no mistake, no

[Chorus]
And even if somehow we could have
Shown you the place you wanted
Well, I'm sure you could have
Made it that bit better on your own

[Verse 2]
And I bet she told a million people that she'd stay in touch
But all the little promises, they don't mean much
When there's memories to be made
And I hope you're holding hands by New Year's Eve
They made it far too easy to believe
That true romance can't be achieved these days
[Chorus]
And even if somehow they could have
Shown you the place you wanted
Well, I'm sure you could have
Made it that bit better on your own
You are the only ones who know",en,"in a foreign place , the saving grace was the feeling that it was a heart that he was stealing oh , he was ready to impress and the fierce excitement the eyes are bright , he couldn't wait to get away and i bet that juliet was just the icing on the cake make no mistake , no  and even if somehow we could have shown you the place you wanted well , i'm sure you could have made it that bit better on your own  and i bet she told a million people that she'd stay in touch but all the little promises , they don't mean much when there's memories to be made and i hope you're holding hands by new year's eve they made it far too easy to believe that true romance can't be achieved these days  and even if somehow they could have shown you the place you wanted well , i'm sure you could have made it that bit better on your own you are the only ones who know","['foreign', 'place', 'saving', 'grace', 'feeling', 'heart', 'stealing', 'oh', 'ready', 'impress', 'fierce', 'excitement', 'eyes', 'bright', 'wait', 'away', 'bet', 'juliet', 'icing', 'cake', 'mistake', 'shown', 'place', 'wanted', 'sure', 'bit', 'better', 'bet', 'told', 'million', 'people', 'stay', 'touch', 'little', 'promises', 'mean', 'memories', 'hope', 'holding', 'hands', 'new', 'year', 'eve', 'far', 'easy', 'believe', 'true', 'romance', 'achieved', 'days', 'shown', 'place', 'wanted', 'sure', 'bit', 'better', 'ones', 'know']",3,Social Scenes
D is for Dangerous,rock,arctic monkeys,2007,117311,"[Verse 1]
He knew what he wanted to say
But he didn't know how to word it
The dirty little Herbert was seeking an escape
But the place was well-guarded
The guiltiness that started
Soon as the other part had stopped

[Chorus]
'D' is for delightful and try and keep your trousers on
I think you should know you're his favourite worst nightmare

[Verse 2]
'D' is for desperately trying to simulate
What it was that was alright
Three quarters of an hour ago
That had led him to be in a position
On the brink of a mission
On the brink of an episode

[Bridge]
He's nearing the brink but he thinks first
A parallel universe perhaps could be the perfect scene
He's nearing the brink but he thinks first
A parallel universe perhaps could be the perfect scene
He's nearing the brink but he thinks first
A parallel universe perhaps could be the perfect scene
He's nearing the brink but he thinks first
A parallel—I think you should know you're his favourite worst nightmare
[Chorus]
'D' is for delightful and try and keep your trousers on
You should know you're his favourite worst nightmare",en,he knew what he wanted to say but he didn't know how to word it the dirty little herbert was seeking an escape but the place was well-guarded the guiltiness that started soon as the other part had stopped  'd' is for delightful and try and keep your trousers on i think you should know you're his favourite worst nightmare  'd' is for desperately trying to simulate what it was that was alright three quarters of an hour ago that had led him to be in a position on the brink of a mission on the brink of an episode  he's nearing the brink but he thinks first a parallel universe perhaps could be the perfect scene he's nearing the brink but he thinks first a parallel universe perhaps could be the perfect scene he's nearing the brink but he thinks first a parallel universe perhaps could be the perfect scene he's nearing the brink but he thinks first a parallel—i think you should know you're his favourite worst nightmare  'd' is for delightful and try and keep your trousers on you should know you're his favourite worst nightmare,"['knew', 'wanted', 'know', 'word', 'dirty', 'little', 'herbert', 'seeking', 'escape', 'place', 'guarded', 'guiltiness', 'started', 'soon', 'stopped', 'delightful', 'try', 'trousers', 'think', 'know', 'favourite', 'worst', 'nightmare', 'desperately', 'trying', 'simulate', 'alright', 'quarters', 'hour', 'ago', 'led', 'position', 'brink', 'mission', 'brink', 'episode', 'nearing', 'brink', 'thinks', 'parallel', 'universe', 'perfect', 'scene', 'nearing', 'brink', 'thinks', 'parallel', 'universe', 'perfect', 'scene', 'nearing', 'brink', 'thinks', 'parallel', 'universe', 'perfect', 'scene', 'nearing', 'brink', 'thinks', 'parallel', 'think', 'know', 'favourite', 'worst', 'nightmare', 'delightful', 'try', 'trousers', 'know', 'favourite', 'worst', 'nightmare']",3,Social Scenes
Catapult,rock,arctic monkeys,2009,36946,"[Verse 1]
Both sides
In softly came the growl from both sides
And if his whisper splits the mist
Just think of what he's capable of with his kiss
Nice try
You cannot turn away, but nice try
Turned your legs to little building blocks
And with his index finger, flicks you on your socks

[Verse 2]
I go high-pitched
He'll talk and make your voice sound high-pitched
Dread to think if he got you on your own
And whispered in your ear in that baritone
It's the same stone
His heart was cut out of the same stone
That they used to carve his jaw
It's impossible not to feel inferior

[Chorus 1]
And he could catapult you back to your daddy
Or into any hissing misery
And he will tell you how the day after a triumph
Is as hollow as the day after a tragedy
He'll extinguish any chance of escape
When he slaps you on your arse or kisses your nape
And he's leaving without saying bye
[Instrumental Break]

[Chorus 2]
And you will queue up to listen to him pissing
And hang around to watch some poor girl blub
And then they chase him down the avenue
Incessantly pestering him to let him join the club
He knows how to put a cork in the fuss
And just how to shut up the charming ones of us
And I've seen him talking to your lady friend

[Bridge]
There's a dust track waiting for betrayal
Where he'll teach you all the bits they missed

[Outro]
Nice try
You cannot turn away, but nice try
Nice try
You cannot turn away, but nice try
Nice try
You cannot turn away, but nice try
Nice try
You cannot turn away, but nice try
You cannot turn away",en,"both sides in softly came the growl from both sides and if his whisper splits the mist just think of what he's capable of with his kiss nice try you cannot turn away , but nice try turned your legs to little building blocks and with his index finger , flicks you on your socks  i go high-pitched he'll talk and make your voice sound high-pitched dread to think if he got you on your own and whispered in your ear in that baritone it's the same stone his heart was cut out of the same stone that they used to carve his jaw it's impossible not to feel inferior  and he could catapult you back to your daddy or into any hissing misery and he will tell you how the day after a triumph is as hollow as the day after a tragedy he'll extinguish any chance of escape when he slaps you on your arse or kisses your nape and he's leaving without saying bye   and you will queue up to listen to him pissing and hang around to watch some poor girl blub and then they chase him down the avenue incessantly pestering him to let him join the club he knows how to put a cork in the fuss and just how to shut up the charming ones of us and i've seen him talking to your lady friend  there's a dust track waiting for betrayal where he'll teach you all the bits they missed  nice try you cannot turn away , but nice try nice try you cannot turn away , but nice try nice try you cannot turn away , but nice try nice try you cannot turn away , but nice try you cannot turn away","['sides', 'softly', 'came', 'growl', 'sides', 'whisper', 'splits', 'mist', 'think', 'capable', 'kiss', 'nice', 'try', 'turn', 'away', 'nice', 'try', 'turned', 'legs', 'little', 'building', 'blocks', 'index', 'finger', 'flicks', 'socks', 'high', 'pitched', 'talk', 'voice', 'sound', 'high', 'pitched', 'dread', 'think', 'got', 'whispered', 'ear', 'baritone', 'stone', 'heart', 'cut', 'stone', 'carve', 'jaw', 'impossible', 'feel', 'inferior', 'catapult', 'daddy', 'hissing', 'misery', 'tell', 'day', 'triumph', 'hollow', 'day', 'tragedy', 'extinguish', 'chance', 'escape', 'slaps', 'arse', 'kisses', 'nape', 'leaving', 'saying', 'bye', 'queue', 'listen', 'pissing', 'hang', 'watch', 'poor', 'girl', 'blub', 'chase', 'avenue', 'incessantly', 'pestering', 'let', 'join', 'club', 'knows', 'cork', 'fuss', 'shut', 'charming', 'ones', 'seen', 'talking', 'lady', 'friend', 'dust', 'track', 'waiting', 'betrayal', 'teach', 'bits', 'missed', 'nice', 'try', 'turn', 'away', 'nice', 'try', 'nice', 'try', 'turn', 'away', 'nice', 'try', 'nice', 'try', 'turn', 'away', 'nice', 'try', 'nice', 'try', 'turn', 'away', 'nice', 'try', 'turn', 'away']",1,Reflections
My Propeller,rock,arctic monkeys,2010,133492,"[Verse 1]
If you can summon the strength, tow me
I can't hold down the urgency
You've got to make your descent slowly
And oil up those sticky keys

[Chorus]
Coax me out my low
And have a spin of my propeller

[Verse 2]
It's a necessary evil
No cause for emergency
Borrowed the beak off a bald eagle
Oh, momentary synergy

[Chorus]
Coax me out my low
Sink into tomorrow
Coax me out my low
And have a spin of my propeller
[Outro]
My propeller won't spin
And I can't get it started on my own
When are you arriving?
Oh, my propeller won't spin
And I can't get it started on my own
When are you arriving?
Oh, my propeller won't spin
And I can't get it started on my own
When are you arriving?
Oh, my propeller",en,"if you can summon the strength , tow me i can't hold down the urgency you've got to make your descent slowly and oil up those sticky keys  coax me out my low and have a spin of my propeller  it's a necessary evil no cause for emergency borrowed the beak off a bald eagle oh , momentary synergy  coax me out my low sink into tomorrow coax me out my low and have a spin of my propeller  my propeller won't spin and i can't get it started on my own when are you arriving ? oh , my propeller won't spin and i can't get it started on my own when are you arriving ? oh , my propeller won't spin and i can't get it started on my own when are you arriving ? oh , my propeller","['summon', 'strength', 'tow', 'hold', 'urgency', 'got', 'descent', 'slowly', 'oil', 'sticky', 'keys', 'coax', 'low', 'spin', 'propeller', 'necessary', 'evil', 'cause', 'emergency', 'borrowed', 'beak', 'bald', 'eagle', 'oh', 'momentary', 'synergy', 'coax', 'low', 'sink', 'tomorrow', 'coax', 'low', 'spin', 'propeller', 'propeller', 'wo', 'spin', 'started', 'arriving', 'oh', 'propeller', 'wo', 'spin', 'started', 'arriving', 'oh', 'propeller', 'wo', 'spin', 'started', 'arriving', 'oh', 'propeller']",6,Social Scenes
Secret Door,rock,arctic monkeys,2009,127491,"[Chorus]
Fools on parade cavort and carry on for waiting eyes
That you would rather be beside than in front of
But she's never been the kind to be hollowed by the stares

[Verse 1]
She swam out of tonight's phantasm
Grabbed my hand and made it very clear
There's absolutely nothing for us here
It's a magnolia celebration to be attended on a Wednesday night
It's better that than get a reputation as a miserable little tyke
At least that's the conclusion she came to in this overture

[Bridge]
And the secret door swings behind us
She's saying nothing, she's just giggling along

[Verse 2]
Her arms were folded most indignant
Not looking like she was soon to leave
I had to squint in order to believe
Then like a butler pushing on a bookshelf
I'm unveiling the unexpected
I, who was earlier reluctant
Was suddenly embarrassed and corrected
How could such a creature survive in such a habitat?
[Bridge]
And the secret door swings behind us
She's saying nothing, she's just giggling along
Even if they were to find us
I wouldn't notice, I'm completely occupied

[Chorus]
As all the fools on parade cavort and carry on for waiting eyes
Ones you would rather be beside than in front of
But she's never been the kind to be hollowed by the stares
Fools on parade frolic and fuck about to make her gaze
Turn to a scribble on a page by a picture that holds her absence
But you're daft to think she'd care

[Outro]
Fools on parade
Fools on parade
Fools on parade
Conduct a sing-along",en,"fools on parade cavort and carry on for waiting eyes that you would rather be beside than in front of but she's never been the kind to be hollowed by the stares  she swam out of tonight's phantasm grabbed my hand and made it very clear there's absolutely nothing for us here it's a magnolia celebration to be attended on a wednesday night it's better that than get a reputation as a miserable little tyke at least that's the conclusion she came to in this overture  and the secret door swings behind us she's saying nothing , she's just giggling along  her arms were folded most indignant not looking like she was soon to leave i had to squint in order to believe then like a butler pushing on a bookshelf i'm unveiling the unexpected i , who was earlier reluctant was suddenly embarrassed and corrected how could such a creature survive in such a habitat ?  and the secret door swings behind us she's saying nothing , she's just giggling along even if they were to find us i wouldn't notice , i'm completely occupied  as all the fools on parade cavort and carry on for waiting eyes ones you would rather be beside than in front of but she's never been the kind to be hollowed by the stares fools on parade frolic and fuck about to make her gaze turn to a scribble on a page by a picture that holds her absence but you're daft to think she'd care  fools on parade fools on parade fools on parade conduct a sing-along","['fools', 'parade', 'cavort', 'carry', 'waiting', 'eyes', 'kind', 'hollowed', 'stares', 'swam', 'tonight', 'phantasm', 'grabbed', 'hand', 'clear', 'absolutely', 'magnolia', 'celebration', 'attended', 'wednesday', 'night', 'better', 'reputation', 'miserable', 'little', 'tyke', 'conclusion', 'came', 'overture', 'secret', 'door', 'swings', 'saying', 'giggling', 'arms', 'folded', 'indignant', 'looking', 'like', 'soon', 'leave', 'squint', 'order', 'believe', 'like', 'butler', 'pushing', 'bookshelf', 'unveiling', 'unexpected', 'earlier', 'reluctant', 'suddenly', 'embarrassed', 'corrected', 'creature', 'survive', 'habitat', 'secret', 'door', 'swings', 'saying', 'giggling', 'find', 'notice', 'completely', 'occupied', 'fools', 'parade', 'cavort', 'carry', 'waiting', 'eyes', 'ones', 'kind', 'hollowed', 'stares', 'fools', 'parade', 'frolic', 'fuck', 'gaze', 'turn', 'scribble', 'page', 'picture', 'holds', 'absence', 'daft', 'think', 'care', 'fools', 'parade', 'fools', 'parade', 'fools', 'parade', 'conduct', 'sing']",6,Social Scenes
